City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,pirane,-25.7324,-59.1088,22.15,66,34,8.0,AR,1695765673
278,sainte-marie,-20.8968,55.5496,21.07,69,20,6.17,RE,1695765945
279,ulladulla,-35.35,150.4667,15.92,91,96,0.1,AU,1695765946
280,labrador city,52.9463,-66.9114,15.95,39,20,3.6,CA,1695765946
281,bykovo,55.6361,38.0803,12.93,100,20,1.0,RU,1695765946
282,al ghayzah,16.2079,52.176,25.75,84,64,2.08,YE,1695765946
283,sitka,57.0531,-135.33,13.94,72,100,1.54,US,1695765900
284,nelson bay,-32.7167,152.15,20.0,95,38,2.24,AU,1695765946
285,ouarzazat,30.9189,-6.8934,29.16,21,0,3.09,MA,1695765946
286,ushtobe,45.2514,77.9838,13.65,53,5,2.87,KZ,1695765946
287,chonchi,-42.6128,-73.8092,8.95,87,100,3.24,CL,1695765947
288,grand falls-windsor,48.9332,-55.6649,8.61,83,3,2.71,CA,1695765947
289,klaksvik,62.2266,-6.589,10.51,89,100,3.5,FO,1695765947
290,whitecourt,54.1502,-115.6855,19.58,27,75,6.69,CA,1695765913
291,shixing,24.9482,114.0657,24.06,96,82,1.03,CN,1695765947
292,ribeira brava,32.65,-17.0667,23.73,86,69,0.78,PT,1695765947
293,badiyah,22.45,58.8,23.82,68,100,0.09,OM,1695765948
294,nar'yan-mar,67.6713,53.087,9.23,96,100,4.88,RU,1695765948
295,taoudenni,22.6783,-3.9836,37.75,9,8,3.74,ML,1695765948
296,grand rapids,42.9634,-85.6681,21.76,84,100,4.12,US,1695765411
297,pointe aux piments,-20.0628,57.5131,23.07,68,36,7.99,MU,1695765949
298,salahonda,2.1019,-78.7217,27.23,82,100,5.61,CO,1695765949
299,paceco,37.9787,12.5566,21.43,70,0,7.52,IT,1695765949
300,bagneres-de-bigorre,43.0667,0.15,15.83,88,0,3.09,FR,1695765949
301,kumi,36.1136,128.336,20.82,97,99,0.23,KR,1695765949
302,sabancuy,18.9667,-91.1833,29.72,65,22,4.7,MX,1695765949
303,harper,4.375,-7.7169,25.07,89,16,3.02,LR,1695765950
304,kuanda,56.3161,116.0806,5.72,87,35,1.11,RU,1695765950
305,el calafate,-50.3408,-72.2768,5.84,81,100,3.71,AR,1695765950
306,nyurba,63.2842,118.3319,2.57,79,94,2.16,RU,1695765950
307,villa gesell,-37.2639,-56.973,8.87,82,100,0.99,AR,1695765950
308,san vicente,-26.6167,-54.1333,29.85,38,61,2.96,AR,1695765951
309,champerico,14.3,-91.9167,32.3,68,6,3.34,GT,1695765951
310,san fernando de apure,7.8878,-67.4724,28.64,82,74,1.67,VE,1695765813
311,beypazari,40.1675,31.9211,20.52,35,4,2.29,TR,1695765951
312,lensk,60.7253,114.9278,4.97,76,78,1.23,RU,1695765951
313,borzya,50.3833,116.5167,8.16,87,100,6.09,RU,1695765952
314,st. john's,47.5649,-52.7093,9.98,84,100,8.05,CA,1695765935
315,bukoba,-1.3317,31.8122,20.23,83,22,3.53,TZ,1695765953
316,alo,7.4178,6.7371,25.67,86,54,0.81,NG,1695765954
317,valparaiso,-33.0393,-71.6273,16.67,63,20,9.77,CL,1695765935
318,frederico westphalen,-27.3592,-53.3944,26.36,70,84,4.73,BR,1695765666
319,howard springs,-12.497,131.047,23.79,73,60,1.89,AU,1695765954
320,tadine,-21.55,167.8833,21.22,53,58,5.65,NC,1695765954
321,kisangani,0.5167,25.2,22.23,85,70,1.23,CD,1695765954
322,atherton,53.5237,-2.4935,14.6,81,92,0.89,GB,1695765954
323,simpang,-1.2667,104.0833,23.14,87,74,1.8,ID,1695765955
324,akrehamn,59.2667,5.1833,15.23,88,75,11.83,NO,1695765955
325,mancio lima,-7.6142,-72.8958,34.04,52,40,2.57,BR,1695765955
326,east end,34.5507,-92.341,34.52,44,0,2.09,US,1695765955
327,ormara,25.2088,64.6357,26.43,70,25,2.68,PK,1695765955
328,hadibu,12.65,54.0333,26.38,85,51,3.51,YE,1695765956
329,murzuq,25.9155,13.9184,25.98,22,0,4.28,LY,1695765956
330,roma,43.2128,-75.4557,18.23,64,0,1.54,US,1695765790
331,lerwick,60.1545,-1.1494,12.0,87,67,5.31,GB,1695765956
332,ilhabela,-23.7781,-45.3581,22.93,96,87,2.79,BR,1695765703
333,hithadhoo,-0.6,73.0833,27.62,78,12,6.91,MV,1695765956
334,tamanrasset,22.785,5.5228,27.95,11,0,5.14,DZ,1695765956
335,chibougamau,49.9168,-74.3659,15.79,48,0,2.06,CA,1695765735
336,shetpe,44.1667,52.1167,18.07,32,0,2.67,KZ,1695765956
337,mitchell,43.7094,-98.0298,19.3,56,92,3.62,US,1695765691
338,gualaceo,-2.9,-78.7833,24.81,78,52,2.77,EC,1695765957
339,behshahr,36.6923,53.5526,20.97,86,89,2.66,IR,1695765957
340,vilyuchinsk,52.9306,158.4028,8.15,71,11,3.96,RU,1695765957
341,richards bay,-28.783,32.0377,19.2,59,0,8.13,ZA,1695765957
342,taulaga,-11.0553,-171.0883,27.67,80,74,9.67,AS,1695765957
343,khed,17.7167,73.3833,23.91,97,100,0.7,IN,1695765957
344,siwa oasis,29.2041,25.5195,28.68,31,0,5.1,EG,1695765957
345,veraval,20.9,70.3667,26.45,80,100,3.87,IN,1695765958
346,santa maria do para,-1.3503,-47.5756,27.35,69,51,4.55,BR,1695765958
347,munuf,30.4658,30.9316,23.21,69,8,2.39,EG,1695765958
348,ebon,4.582,168.6964,28.98,76,95,5.63,MH,1695765958
349,maceio,-9.6658,-35.7353,24.69,88,0,2.57,BR,1695765730
350,usogorsk,63.4106,48.6872,10.89,91,99,4.44,RU,1695765958
351,mariental,-24.6333,17.9667,13.55,34,0,4.99,NA,1695765958
352,nemuro,43.3236,145.575,16.61,89,93,0.2,JP,1695765958
353,fort st. john,56.2499,-120.8529,15.94,55,40,2.06,CA,1695765741
354,zabaykal'sk,49.6333,117.3167,4.78,85,65,2.06,RU,1695765959
355,san angelo,31.4638,-100.437,33.36,37,0,1.79,US,1695765959
356,rabo de peixe,37.8,-25.5833,23.32,99,75,7.72,PT,1695765959
357,hinton,53.4001,-117.5857,17.14,34,28,3.27,CA,1695765959
358,date,42.4681,140.8681,18.41,85,100,1.12,JP,1695765959
359,rovnoye,50.7765,46.0509,15.39,74,30,3.0,RU,1695765959
360,weno,7.4515,151.8468,29.97,79,75,3.09,FM,1695765959
361,hoemul-li,41.4339,129.67,16.69,80,0,1.14,KP,1695765960
362,bubaque,11.2833,-15.8333,28.12,78,53,4.15,GW,1695765960
363,al bawiti,28.3492,28.8659,26.1,32,2,3.59,EG,1695765960
364,pula,44.8683,13.8481,23.31,53,0,6.17,HR,1695765960
365,lagos,6.5833,3.75,25.63,91,100,2.65,NG,1695765300
366,vadso,70.0744,29.7487,12.49,82,75,3.6,NO,1695765960
367,caluula,11.9661,50.7569,29.92,64,26,0.38,SO,1695765960
368,kyotera,-0.6156,31.5175,18.79,88,18,2.44,UG,1695765960
369,christchurch,-43.5333,172.6333,8.11,82,100,6.69,NZ,1695765605
370,kokomo,40.4864,-86.1336,21.75,94,75,2.06,US,1695765920
371,saint-philippe,-21.3585,55.7679,19.77,80,22,4.6,RE,1695765961
372,arsen'yev,44.1631,133.2733,13.06,92,18,1.02,RU,1695765961
373,amasya,40.6667,35.8333,14.82,93,50,1.07,TR,1695765961
374,ust-tsilma,65.441,52.1498,11.03,90,100,4.2,RU,1695765961
375,papao,-17.75,-149.55,28.82,86,44,7.71,PF,1695765961
376,maksatikha,57.797,35.8825,8.12,85,94,1.74,RU,1695765961
377,soe,-9.8607,124.284,17.92,62,64,2.06,ID,1695765962
378,mitu,1.1983,-70.1733,28.64,71,88,0.28,CO,1695765962
379,menaka,15.9182,2.4022,36.73,24,19,3.66,ML,1695765962
380,gevrai,19.2667,75.75,24.6,86,100,1.62,IN,1695765962
381,torzhok,57.0436,34.9622,8.74,84,90,2.0,RU,1695765962
382,ain fakroun,35.9711,6.8737,14.36,81,3,2.43,DZ,1695765963
383,archangelos,36.2149,28.1149,24.06,79,0,2.89,GR,1695765963
384,koubia,11.5833,-11.9,21.05,92,59,0.69,GN,1695765963
385,buulobarde,3.8538,45.5674,25.03,76,80,7.32,SO,1695765963
386,arish,31.1316,33.7984,25.84,70,0,1.49,EG,1695765963
387,bac lieu,9.285,105.7244,25.72,87,96,5.25,VN,1695765964
388,kismayo,-0.3582,42.5454,25.29,84,62,5.79,SO,1695765964
389,upington,-28.4478,21.2561,15.21,41,0,4.12,ZA,1695765874
390,rio grande,-32.035,-52.0986,13.3,90,100,10.01,BR,1695765741
391,xiongzhou,25.1167,114.3,24.04,95,33,0.63,CN,1695765964
392,baoqing,46.3317,132.2111,14.52,90,83,3.1,CN,1695765964
393,zaozersk,69.4005,32.4476,9.56,91,99,7.08,RU,1695765964
394,bafia,4.75,11.2333,21.45,97,11,0.82,CM,1695765964
395,masterton,-40.9597,175.6575,9.38,98,100,6.3,NZ,1695765965
396,zeya,53.75,127.2667,9.33,94,100,1.7,RU,1695765965
397,vilyuysk,63.7553,121.6247,2.31,84,90,2.32,RU,1695765965
398,gulbene,57.1777,26.7529,10.95,88,85,1.6,LV,1695765965
399,hiratacho,35.4333,132.8167,22.01,100,75,2.06,JP,1695765965
400,sao gabriel da cachoeira,-0.1303,-67.0892,29.24,71,80,0.92,BR,1695765965
401,kristiansund,63.1115,7.732,13.36,67,75,1.54,NO,1695765966
402,el porvenir,13.7617,-87.3458,29.63,71,72,1.03,HN,1695765966
403,kaa-khem,51.6833,94.7333,3.47,69,99,0.56,RU,1695765966
404,yinchuan,38.4681,106.2731,16.05,23,100,4.55,CN,1695765815
405,shache,38.4167,77.2406,14.84,22,83,2.05,CN,1695765966
406,uturoa,-16.7333,-151.4333,25.57,79,46,7.35,PF,1695765966
407,mount gambier,-37.8333,140.7667,10.27,68,29,2.84,AU,1695765853
408,aldama,22.9167,-98.0667,34.72,46,5,5.88,MX,1695765966
409,inari,68.906,27.0288,11.11,79,53,6.25,FI,1695765966
410,anna regina,7.2644,-58.5077,28.22,78,25,3.14,GY,1695765967
411,xinqing,48.2333,129.5,12.58,96,100,1.2,CN,1695765967
412,balykshi,47.0667,51.8667,16.0,55,0,2.0,KZ,1695765967
413,illizi,26.4833,8.4667,28.89,23,0,2.33,DZ,1695765967
414,mashhad,36.297,59.6062,17.08,42,0,2.06,IR,1695765967
415,kerikeri,-35.2268,173.9474,15.51,74,40,2.24,NZ,1695765967
416,elverum,60.8819,11.5623,10.87,97,58,2.21,NO,1695765967
417,taghazout,30.5426,-9.7112,22.43,87,0,3.86,MA,1695765968
418,okhotsk,59.3833,143.3,5.34,56,86,3.77,RU,1695765968
419,callao,-12.0667,-77.15,20.16,73,100,5.14,PE,1695765968
420,raipur,21.2333,81.6333,24.43,86,97,0.61,IN,1695765968
421,parnu,58.3859,24.4971,14.05,82,100,2.06,EE,1695765915
422,polyarnyy,69.1989,33.4478,9.44,92,90,6.32,RU,1695765969
423,muisne,0.6,-80.0333,26.09,79,71,4.29,EC,1695765969
424,pangoa,-12.1167,-73.0,30.15,51,66,1.15,PE,1695765969
425,jhanjharpur,26.2667,86.2833,26.14,81,98,1.91,IN,1695765969
426,alofi,-19.0595,-169.9187,26.94,57,40,6.69,NU,1695765970
427,isla mujeres,21.2311,-86.731,25.09,81,100,3.31,MX,1695765970
428,okakarara,-20.5833,17.4333,12.4,33,0,1.6,NA,1695765970
429,egilsstadir,65.2653,-14.3948,6.95,93,100,5.66,IS,1695765971
430,sovetskaya gavan',48.9723,140.2878,13.91,86,100,1.0,RU,1695765971
431,pandan,14.0453,124.1694,26.4,84,21,2.15,PH,1695765971
432,la'ie,21.6477,-157.9253,30.98,68,27,4.92,US,1695765971
433,fortuna,40.5982,-124.1573,21.63,69,20,5.14,US,1695765971
434,muncar,-8.4333,114.3333,21.68,91,77,0.55,ID,1695765972
435,oum hadjer,13.2954,19.6966,32.34,34,9,3.23,TD,1695765972
436,dawson creek,55.7666,-120.2362,17.8,39,20,5.14,CA,1695765972
437,shitanjing,39.2342,106.3439,11.56,28,100,1.99,CN,1695765973
438,mahendragarh,28.2833,76.15,28.08,54,0,2.17,IN,1695765973
439,hobyo,5.3505,48.5268,25.7,86,36,10.26,SO,1695765973
440,san luis de la loma,17.2706,-100.8939,30.66,71,27,2.54,MX,1695765974
441,nassau,40.7507,-73.5829,17.13,82,100,2.57,US,1695765508
442,khanty-mansiysk,61.0042,69.0019,2.06,100,0,2.0,RU,1695765974
443,timizart,36.8,4.2667,16.95,81,0,2.12,DZ,1695765974
444,san jose,37.3394,-121.895,28.15,45,20,25.03,US,1695765885
445,tindouf,27.6711,-8.1474,31.25,18,0,4.63,DZ,1695765974
446,sola,-13.8833,167.55,27.37,69,100,2.57,VU,1695765974
447,necochea,-38.5473,-58.7368,8.35,92,100,4.73,AR,1695765975
448,chernyshevskiy,63.0128,112.4714,1.36,78,100,2.16,RU,1695765975
449,bardai,11.65,7.2333,26.21,58,95,2.38,NG,1695765975
450,mukalla,14.5425,49.1242,28.12,85,16,3.39,YE,1695765975
451,tarime,-1.35,34.3667,19.38,80,69,0.81,TZ,1695765975
452,megion,61.0296,76.1136,6.01,73,100,5.41,RU,1695765975
453,huarmey,-10.0681,-78.1522,20.54,77,2,4.71,PE,1695765976
454,labasa,-16.4167,179.3833,28.85,72,58,1.99,FJ,1695765976
455,ciudad bolivar,8.1222,-63.5497,33.36,47,62,0.96,VE,1695765362
456,ulsteinvik,62.3432,5.8487,17.5,57,100,0.89,NO,1695765976
457,alice springs,-23.7,133.8833,14.75,41,4,2.06,AU,1695765757
458,igrim,63.1906,64.4162,8.9,89,100,8.05,RU,1695765976
459,spearfish,44.4908,-103.8594,26.26,39,0,6.69,US,1695765976
460,kill devil hills,36.0307,-75.676,22.21,81,100,6.17,US,1695765804
461,novhorod-sivers'kyy,52.0058,33.2615,11.31,72,42,2.84,UA,1695765977
462,yuanping,38.7153,112.7575,16.66,44,94,1.17,CN,1695765977
463,cooper's town,26.8667,-77.5167,28.17,76,100,3.57,BS,1695765977
464,dudinka,69.4058,86.1778,0.9,89,100,7.05,RU,1695765977
465,greenville,35.6127,-77.3663,23.09,82,75,4.12,US,1695765925
466,holstebro,56.3601,8.6161,15.56,85,100,3.81,DK,1695765977
467,gamboula,4.1178,15.1393,21.99,92,81,1.06,CF,1695765977
468,margate,51.3813,1.3862,15.94,88,47,0.45,GB,1695765977
469,east london,-33.0153,27.9116,14.52,78,100,10.43,ZA,1695765978
470,roosevelt,33.9668,-103.4505,29.95,27,2,3.48,US,1695765978
471,poronaysk,49.2167,143.1167,10.76,88,100,1.68,RU,1695765978
472,mcpherson,38.3708,-97.6642,34.5,23,32,2.86,US,1695765879
473,ixtlahuacan del rio,20.8667,-103.25,26.92,21,14,0.9,MX,1695765978
474,fortaleza,-3.7227,-38.5247,27.34,74,20,4.12,BR,1695765834
475,ingeniero guillermo n. juarez,-23.9,-61.85,21.32,66,74,10.62,AR,1695765978
476,kavalerovo,44.2661,135.0572,13.14,85,54,0.39,RU,1695765979
477,morococha,-11.5997,-76.1411,7.72,71,96,1.31,PE,1695765979
478,tosontsengel,48.7567,98.2839,-4.78,48,26,1.86,MN,1695765979
479,waddan,29.1614,16.139,23.35,38,0,2.69,LY,1695765979
480,tharad,24.3961,71.6267,28.52,74,33,3.01,IN,1695765979
481,saldanha,-33.0117,17.9442,12.03,85,0,4.66,ZA,1695765979
482,cave spring,37.2276,-80.0128,19.4,89,100,3.6,US,1695765979
483,shiyan,32.6475,110.7781,16.41,94,53,0.94,CN,1695765980
484,bilgaard,53.2155,5.7957,16.99,90,75,2.57,NL,1695765980
485,swakopmund,-22.6833,14.5333,15.47,47,0,3.01,NA,1695765980
486,pacasmayo,-7.4006,-79.5714,20.59,78,15,7.26,PE,1695765980
487,charters towers,-20.1,146.2667,19.59,63,3,5.71,AU,1695765980
488,naze,28.3667,129.4833,25.51,81,6,4.34,JP,1695765980
489,prineville,44.2999,-120.8345,18.06,44,100,3.6,US,1695765980
490,undurkhaan,47.3194,110.6556,3.79,59,64,2.83,MN,1695765981
491,sambava,-14.2667,50.1667,22.47,84,63,3.78,MG,1695765981
492,nizhnesortymskiy,62.4397,71.7603,3.52,88,81,3.15,RU,1695765981
493,sarriguren,42.8106,-1.5927,17.79,88,0,0.0,ES,1695765981
494,laguna,38.421,-121.4238,29.63,40,0,2.57,US,1695765981
495,jaru,-10.4389,-62.4664,36.17,30,45,3.04,BR,1695765981
496,okha,53.5739,142.9478,8.7,88,84,4.15,RU,1695765981
497,progreso,21.2833,-89.6667,28.39,78,72,4.34,MX,1695765982
498,sigli,5.3848,95.9609,25.88,80,100,1.71,ID,1695765982
499,kichmengskiy gorodok,59.9816,45.7854,10.53,85,100,2.68,RU,1695765982
500,acarau,-2.8856,-40.12,26.64,74,3,8.95,BR,1695765982
501,myeik,12.4333,98.6,25.5,90,100,4.51,MM,1695765982
502,nova xavantina,-14.6667,-52.35,36.04,19,51,2.05,BR,1695765982
503,gbadolite,4.2833,21.0167,22.5,94,86,1.2,CD,1695765983
504,cartagena,10.3997,-75.5144,31.79,58,20,2.57,CO,1695765829
505,chos malal,-37.3781,-70.2709,13.32,24,0,4.67,AR,1695765983
506,kiruna,67.8557,20.2251,9.51,76,75,7.2,SE,1695765983
507,kruisfontein,-34.0033,24.7314,12.71,79,99,4.96,ZA,1695765983
508,thisted,56.9552,8.6949,15.64,82,100,4.81,DK,1695765983
509,ciranjang-hilir,-6.82,107.2572,23.46,67,5,1.3,ID,1695765984
510,kone,-21.0595,164.8658,21.77,52,42,2.26,NC,1695765984
511,lihue,21.9789,-159.3672,28.77,63,0,7.72,US,1695765544
512,mirny,62.5353,113.9611,0.13,74,100,4.02,RU,1695765984
513,blanchard,35.1378,-97.6581,33.66,21,0,2.69,US,1695765984
514,chinde,26.8418,88.0763,17.41,86,28,1.93,NP,1695765984
515,harstad,68.799,16.5293,12.86,90,100,11.18,NO,1695765984
516,boali,4.8005,18.1275,22.86,94,31,0.83,CF,1695765985
517,lubu,23.1742,112.2809,25.05,90,36,0.81,CN,1695765985
518,santa maria da vitoria,-13.3947,-44.1886,32.45,30,71,1.59,BR,1695765795
519,barah,13.7,30.3667,29.48,50,58,6.15,SD,1695765985
520,dhuusamarreeb,5.535,46.3861,25.16,65,60,8.65,SO,1695765985
521,tidjikja,18.5564,-11.4271,35.3,16,5,4.25,MR,1695765985
522,daru,-9.0763,143.2092,25.37,82,100,7.43,PG,1695765985
523,katsuren-haebaru,26.3369,127.8719,27.43,94,40,1.54,JP,1695765986
524,ponta delgada,37.7333,-25.6667,23.99,88,75,7.72,PT,1695765986
525,baukau,51.5526,7.2042,20.66,67,98,1.94,DE,1695765986
526,port augusta,-32.5,137.7667,14.84,72,2,8.5,AU,1695765986
527,toliara,-23.35,43.6667,22.15,89,50,1.64,MG,1695765986
528,al kharijah,25.4514,30.5464,28.78,20,0,3.83,EG,1695765986
529,mogadishu,2.0371,45.3438,25.53,89,20,7.1,SO,1695765986
530,livingston,55.9029,-3.5226,11.93,92,75,1.54,GB,1695765918
531,pudozh,61.8099,36.5345,11.83,92,100,2.92,RU,1695765987
532,crixas,-14.5489,-49.9692,34.8,22,95,2.02,BR,1695765794
533,talara,-4.5772,-81.2719,24.42,69,0,7.79,PE,1695765987
534,boyalik,41.2634,28.6314,22.65,83,69,6.84,TR,1695765987
535,qui nhon,13.7667,109.2333,25.6,85,88,2.24,VN,1695765987
536,menongue,-14.6585,17.691,17.41,22,12,0.91,AO,1695765987
537,baswa,27.15,76.5833,27.32,68,7,0.09,IN,1695765987
538,natal,-5.795,-35.2094,26.36,78,20,5.14,BR,1695765831
539,inhambane,-23.865,35.3833,23.12,95,83,1.12,MZ,1695765987
540,northam,51.0333,-4.2167,12.99,95,100,3.15,GB,1695765988
541,tshabong,-26.05,22.45,12.58,53,0,3.24,BW,1695765988
542,novodvinsk,64.4165,40.8122,11.77,90,100,3.9,RU,1695765988
543,bodo,67.28,14.405,14.32,76,20,8.75,NO,1695765988
544,gaigeturi,33.4644,126.3183,23.03,83,40,2.57,KR,1695765988
545,ji'an,27.1172,114.9793,23.78,94,0,1.05,CN,1695765989
546,lethem,3.3803,-59.7968,30.1,54,87,1.75,GY,1695765989
547,saint-francois,46.4154,3.9054,13.69,94,0,1.54,FR,1695765989
548,kargasok,59.0556,80.8572,6.12,92,100,3.82,RU,1695765989
549,chernyshevsk,52.5243,117.0174,8.83,83,100,6.44,RU,1695765989
550,as sulayyil,20.4607,45.5779,30.14,15,0,2.9,SA,1695765989
551,jeddah,21.5169,39.2192,32.92,58,20,4.12,SA,1695765748
552,loreto,22.2667,-101.9667,28.19,22,6,7.12,MX,1695765989
553,island harbour,50.724,-1.2758,17.18,93,86,4.12,GB,1695765990
554,khandyga,62.6667,135.6,1.18,85,22,0.96,RU,1695765990
555,afif,23.9065,42.9172,28.98,15,74,4.86,SA,1695765990
556,nouadhibou,20.931,-17.0347,22.99,73,100,6.17,MR,1695765990
557,amahai,-3.3333,128.9167,24.24,82,81,1.26,ID,1695765990
